geography;year;category;households;value
East Melbourne;2037;Structural Private Dwellings;Not applicable;3863
Kensington;2021;Structural Private Dwellings;Not applicable;5476
Kensington;2023;Structural Private Dwellings;Not applicable;5476
Kensington;2024;Structural Private Dwellings;Not applicable;5476
Kensington;2025;Structural Private Dwellings;Not applicable;5674
Kensington;2033;Structural Private Dwellings;Not applicable;6227
Kensington;2037;Structural Private Dwellings;Not applicable;6438
Kensington;2038;Structural Private Dwellings;Not applicable;6545
Melbourne (CBD);2022;Structural Private Dwellings;Not applicable;31906
Melbourne (CBD);2029;Structural Private Dwellings;Not applicable;37388
Melbourne (CBD);2030;Structural Private Dwellings;Not applicable;37810
Melbourne (CBD);2035;Structural Private Dwellings;Not applicable;40059
Melbourne (CBD);2037;Structural Private Dwellings;Not applicable;41696
Melbourne (CBD);2038;Structural Private Dwellings;Not applicable;42713
Melbourne (CBD);2039;Structural Private Dwellings;Not applicable;43600
Melbourne (Remainder);2021;Structural Private Dwellings;Not applicable;1577
Melbourne (Remainder);2023;Structural Private Dwellings;Not applicable;1577
Melbourne (Remainder);2024;Structural Private Dwellings;Not applicable;1577
Melbourne (Remainder);2029;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2031;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2035;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2037;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2038;Structural Private Dwellings;Not applicable;1637
Melbourne (Remainder);2040;Structural Private Dwellings;Not applicable;1637
North Melbourne;2021;Structural Private Dwellings;Not applicable;9001
North Melbourne;2032;Structural Private Dwellings;Not applicable;11341
North Melbourne;2034;Structural Private Dwellings;Not applicable;11904
North Melbourne;2036;Structural Private Dwellings;Not applicable;12864
North Melbourne;2037;Structural Private Dwellings;Not applicable;13351
North Melbourne;2039;Structural Private Dwellings;Not applicable;14700
Parkville;2022;Structural Private Dwellings;Not applicable;2853
Parkville;2024;Structural Private Dwellings;Not applicable;2853
Parkville;2025;Structural Private Dwellings;Not applicable;2956
Parkville;2027;Structural Private Dwellings;Not applicable;2959
Parkville;2036;Structural Private Dwellings;Not applicable;2959
Parkville;2037;Structural Private Dwellings;Not applicable;2959
Parkville;2039;Structural Private Dwellings;Not applicable;2959
Parkville;2041;Structural Private Dwellings;Not applicable;2959
Port Melbourne;2021;Structural Private Dwellings;Not applicable;2
Port Melbourne;2022;Structural Private Dwellings;Not applicable;2
Port Melbourne;2023;Structural Private Dwellings;Not applicable;2
Port Melbourne;2024;Structural Private Dwellings;Not applicable;2
Port Melbourne;2026;Structural Private Dwellings;Not applicable;158
Port Melbourne;2031;Structural Private Dwellings;Not applicable;410
Port Melbourne;2034;Structural Private Dwellings;Not applicable;552
Port Melbourne;2035;Structural Private Dwellings;Not applicable;638
Port Melbourne;2040;Structural Private Dwellings;Not applicable;1213
Port Melbourne;2041;Structural Private Dwellings;Not applicable;1339
South Yarra;2021;Structural Private Dwellings;Not applicable;2772
South Yarra;2025;Structural Private Dwellings;Not applicable;2872
South Yarra;2028;Structural Private Dwellings;Not applicable;2985
South Yarra;2032;Structural Private Dwellings;Not applicable;2985
South Yarra;2033;Structural Private Dwellings;Not applicable;2985
South Yarra;2038;Structural Private Dwellings;Not applicable;2985
South Yarra;2040;Structural Private Dwellings;Not applicable;2985
Southbank;2023;Structural Private Dwellings;Not applicable;14155
Southbank;2026;Structural Private Dwellings;Not applicable;15191
Southbank;2027;Structural Private Dwellings;Not applicable;15600
Southbank;2028;Structural Private Dwellings;Not applicable;15897
Southbank;2033;Structural Private Dwellings;Not applicable;16541
Southbank;2036;Structural Private Dwellings;Not applicable;17423
Southbank;2039;Structural Private Dwellings;Not applicable;18542
Southbank;2040;Structural Private Dwellings;Not applicable;18766
West Melbourne (Industrial);2021;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2023;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2024;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2026;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2029;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2032;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2038;Structural Private Dwellings;Not applicable;0
West Melbourne (Industrial);2040;Structural Private Dwellings;Not applicable;0
West Melbourne (Residential);2023;Structural Private Dwellings;Not applicable;5118
West Melbourne (Residential);2025;Structural Private Dwellings;Not applicable;5303
West Melbourne (Residential);2028;Structural Private Dwellings;Not applicable;5920
West Melbourne (Residential);2029;Structural Private Dwellings;Not applicable;6022
West Melbourne (Residential);2031;Structural Private Dwellings;Not applicable;6173
West Melbourne (Residential);2032;Structural Private Dwellings;Not applicable;6227
West Melbourne (Residential);2034;Structural Private Dwellings;Not applicable;6513
West Melbourne (Residential);2038;Structural Private Dwellings;Not applicable;6750
West Melbourne (Residential);2039;Structural Private Dwellings;Not applicable;6750
West Melbourne (Residential);2041;Structural Private Dwellings;Not applicable;6750
City of Melbourne;2021;Household type;Total households;85824
City of Melbourne;2027;Household type;Total households;105391
City of Melbourne;2028;Household type;Total households;107694
City of Melbourne;2029;Household type;Total households;109525
City of Melbourne;2030;Household type;Total households;110970
City of Melbourne;2034;Household type;Total households;116912
Carlton;2023;Household type;Total households;12025
Carlton;2024;Household type;Total households;12591
Carlton;2025;Household type;Total households;13048
Carlton;2026;Household type;Total households;13089
Carlton;2030;Household type;Total households;14758
Carlton;2036;Household type;Total households;18916
Carlton;2037;Household type;Total households;19917
Carlton;2041;Household type;Total households;20805
Docklands;2027;Household type;Total households;10609
Docklands;2029;Household type;Total households;10933
East Melbourne;2024;Household type;Total households;3266
East Melbourne;2028;Household type;Total households;3662
East Melbourne;2030;Household type;Total households;3667
East Melbourne;2032;Household type;Total households;3664
East Melbourne;2034;Household type;Total households;3659
East Melbourne;2036;Household type;Total households;3649
East Melbourne;2039;Household type;Total households;3643
Kensington;2027;Household type;Total households;5878
Kensington;2030;Household type;Total households;6097
Kensington;2031;Household type;Total households;6137
Kensington;2035;Household type;Total households;6259
Kensington;2036;Household type;Total households;6325
Kensington;2038;Household type;Total households;6477
Kensington;2041;Household type;Total households;6935
Melbourne (CBD);2022;Household type;Total households;27126
Melbourne (CBD);2023;Household type;Total households;28414
Melbourne (CBD);2030;Household type;Total households;35416
Melbourne (CBD);2033;Household type;Total households;36122
Melbourne (CBD);2036;Household type;Total households;38342
Melbourne (CBD);2037;Household type;Total households;39059
Melbourne (Remainder);2025;Household type;Total households;1543
Melbourne (Remainder);2026;Household type;Total households;1544
Melbourne (Remainder);2027;Household type;Total households;1543
Melbourne (Remainder);2028;Household type;Total households;1541
Melbourne (Remainder);2029;Household type;Total households;1542
Melbourne (Remainder);2032;Household type;Total households;1540
Melbourne (Remainder);2033;Household type;Total households;1540
Melbourne (Remainder);2034;Household type;Total households;1538
North Melbourne;2021;Household type;Total households;8121
North Melbourne;2022;Household type;Total households;8227
North Melbourne;2031;Household type;Total households;11004
North Melbourne;2032;Household type;Total households;11120
North Melbourne;2038;Household type;Total households;13807
North Melbourne;2041;Household type;Total households;15446
Parkville;2024;Household type;Total households;2820
Parkville;2027;Household type;Total households;2924
Parkville;2032;Household type;Total households;2921
Parkville;2035;Household type;Total households;2919
Port Melbourne;2021;Household type;Total households;2
Port Melbourne;2023;Household type;Total households;2
Port Melbourne;2026;Household type;Total households;158
Port Melbourne;2027;Household type;Total households;235
Port Melbourne;2029;Household type;Total households;328
Port Melbourne;2032;Household type;Total households;434
South Yarra;2024;Household type;Total households;2643
South Yarra;2025;Household type;Total households;2738
South Yarra;2028;Household type;Total households;2835
South Yarra;2031;Household type;Total households;2831
South Yarra;2033;Household type;Total households;2829
South Yarra;2034;Household type;Total households;2826
South Yarra;2036;Household type;Total households;2818
South Yarra;2037;Household type;Total households;2815
South Yarra;2038;Household type;Total households;2818
South Yarra;2041;Household type;Total households;2812
Southbank;2023;Household type;Total households;12764
Southbank;2024;Household type;Total households;13580
Southbank;2028;Household type;Total households;15235
Southbank;2034;Household type;Total households;16109
Southbank;2040;Household type;Total households;17879
West Melbourne (Industrial);2022;Household type;Total households;0
West Melbourne (Industrial);2023;Household type;Total households;0
West Melbourne (Industrial);2024;Household type;Total households;0
West Melbourne (Industrial);2028;Household type;Total households;0
West Melbourne (Industrial);2036;Household type;Total households;0
West Melbourne (Industrial);2041;Household type;Total households;0
West Melbourne (Residential);2023;Household type;Total households;4930
West Melbourne (Residential);2025;Household type;Total households;5233
West Melbourne (Residential);2030;Household type;Total households;5992
West Melbourne (Residential);2031;Household type;Total households;6060
West Melbourne (Residential);2035;Household type;Total households;6624
West Melbourne (Residential);2041;Household type;Total households;6612
Carlton;2022;Household size;Not applicable;1
Carlton;2023;Household size;Not applicable;1
Carlton;2027;Household size;Not applicable;1
Carlton;2033;Household size;Not applicable;1
Carlton;2038;Household size;Not applicable;1
Carlton;2039;Household size;Not applicable;1
Carlton;2040;Household size;Not applicable;1
Docklands;2023;Household size;Not applicable;1
Docklands;2024;Household size;Not applicable;1
Docklands;2029;Household size;Not applicable;2
Docklands;2031;Household size;Not applicable;2
Docklands;2033;Household size;Not applicable;2
Docklands;2036;Household size;Not applicable;2
Docklands;2037;Household size;Not applicable;2
Docklands;2038;Household size;Not applicable;2
Docklands;2040;Household size;Not applicable;2
East Melbourne;2022;Household size;Not applicable;1
East Melbourne;2025;Household size;Not applicable;1
East Melbourne;2026;Household size;Not applicable;1
East Melbourne;2027;Household size;Not applicable;1
East Melbourne;2031;Household size;Not applicable;1
East Melbourne;2032;Household size;Not applicable;1
East Melbourne;2037;Household size;Not applicable;1
East Melbourne;2038;Household size;Not applicable;1
Kensington;2023;Household size;Not applicable;2
Kensington;2025;Household size;Not applicable;2
Kensington;2027;Household size;Not applicable;2
Kensington;2029;Household size;Not applicable;2
Kensington;2030;Household size;Not applicable;2
Kensington;2031;Household size;Not applicable;2
Kensington;2033;Household size;Not applicable;2
Kensington;2034;Household size;Not applicable;2
Kensington;2035;Household size;Not applicable;2
Kensington;2038;Household size;Not applicable;2
Melbourne (CBD);2021;Household size;Not applicable;1
Melbourne (CBD);2022;Household size;Not applicable;1
Melbourne (CBD);2025;Household size;Not applicable;1
Melbourne (CBD);2026;Household size;Not applicable;1
Melbourne (CBD);2027;Household size;Not applicable;1
Melbourne (CBD);2028;Household size;Not applicable;1
Melbourne (CBD);2029;Household size;Not applicable;1
Melbourne (CBD);2030;Household size;Not applicable;1
Melbourne (CBD);2035;Household size;Not applicable;1
Melbourne (CBD);2040;Household size;Not applicable;1
Melbourne (Remainder);2022;Household size;Not applicable;2
Melbourne (Remainder);2023;Household size;Not applicable;2
Melbourne (Remainder);2024;Household size;Not applicable;2
Melbourne (Remainder);2028;Household size;Not applicable;2
Melbourne (Remainder);2034;Household size;Not applicable;2
North Melbourne;2023;Household size;Not applicable;1
North Melbourne;2024;Household size;Not applicable;1
North Melbourne;2025;Household size;Not applicable;1
North Melbourne;2028;Household size;Not applicable;2
North Melbourne;2032;Household size;Not applicable;2
North Melbourne;2036;Household size;Not applicable;2
North Melbourne;2038;Household size;Not applicable;2
North Melbourne;2039;Household size;Not applicable;2
Parkville;2022;Household size;Not applicable;1
Parkville;2031;Household size;Not applicable;2
Parkville;2035;Household size;Not applicable;2
Parkville;2039;Household size;Not applicable;2
Parkville;2041;Household size;Not applicable;2
Port Melbourne;2022;Household size;Not applicable;0
Port Melbourne;2032;Household size;Not applicable;2
Port Melbourne;2034;Household size;Not applicable;2
Port Melbourne;2036;Household size;Not applicable;2
Port Melbourne;2041;Household size;Not applicable;2
South Yarra;2023;Household size;Not applicable;1
South Yarra;2024;Household size;Not applicable;1
South Yarra;2025;Household size;Not applicable;1
South Yarra;2027;Household size;Not applicable;1
South Yarra;2030;Household size;Not applicable;1
South Yarra;2037;Household size;Not applicable;2
South Yarra;2038;Household size;Not applicable;2
South Yarra;2040;Household size;Not applicable;2
Southbank;2021;Household size;Not applicable;1
Southbank;2022;Household size;Not applicable;1
Southbank;2023;Household size;Not applicable;1
Southbank;2027;Household size;Not applicable;1
Southbank;2029;Household size;Not applicable;1
Southbank;2035;Household size;Not applicable;2
Southbank;2036;Household size;Not applicable;2
Southbank;2041;Household size;Not applicable;2
West Melbourne (Industrial);2024;Household size;Not applicable;0
West Melbourne (Industrial);2036;Household size;Not applicable;0
West Melbourne (Industrial);2039;Household size;Not applicable;0
West Melbourne (Residential);2025;Household size;Not applicable;1
West Melbourne (Residential);2026;Household size;Not applicable;1
West Melbourne (Residential);2028;Household size;Not applicable;1
West Melbourne (Residential);2029;Household size;Not applicable;1
West Melbourne (Residential);2034;Household size;Not applicable;2
West Melbourne (Residential);2038;Household size;Not applicable;2
West Melbourne (Residential);2039;Household size;Not applicable;2
City of Melbourne;2023;Household size;Not applicable;1
City of Melbourne;2026;Household size;Not applicable;1
City of Melbourne;2032;Household size;Not applicable;2
City of Melbourne;2034;Household size;Not applicable;2
City of Melbourne;2037;Household size;Not applicable;2
City of Melbourne;2038;Household size;Not applicable;2
City of Melbourne;2022;Household type;Group household;17327
City of Melbourne;2023;Household type;Couple family with children;8010
City of Melbourne;2024;Household type;Couple family with children;8601
City of Melbourne;2026;Household type;Couple family with children;9607
City of Melbourne;2029;Household type;Couple family with children;10852
City of Melbourne;2033;Household type;Couple family with children;12161
City of Melbourne;2035;Household type;Couple family with children;13293
City of Melbourne;2038;Household type;Couple family with children;14681
City of Melbourne;2040;Household type;Couple family with children;15533
City of Melbourne;2021;Household type;Couple family without children;24767
City of Melbourne;2024;Household type;Couple family without children;29353
City of Melbourne;2028;Household type;Couple family without children;33410
City of Melbourne;2029;Household type;Couple family without children;33979
City of Melbourne;2030;Household type;Couple family without children;34428
City of Melbourne;2032;Household type;Couple family without children;35299
City of Melbourne;2036;Household type;Couple family without children;38575
City of Melbourne;2038;Household type;Couple family without children;39944
City of Melbourne;2040;Household type;Couple family without children;41153
City of Melbourne;2041;Household type;Couple family without children;41558
City of Melbourne;2021;Household type;Group household;17221
City of Melbourne;2025;Household type;Group household;19177
City of Melbourne;2026;Household type;Group household;19691
City of Melbourne;2027;Household type;Group household;20088
City of Melbourne;2032;Household type;Group household;20637
City of Melbourne;2033;Household type;Group household;20506
City of Melbourne;2039;Household type;Group household;22153
City of Melbourne;2040;Household type;Group household;22337
City of Melbourne;2023;Household type;Lone person;32116
City of Melbourne;2027;Household type;Lone person;36931
City of Melbourne;2030;Household type;Lone person;38873
City of Melbourne;2031;Household type;Lone person;39173
City of Melbourne;2032;Household type;Lone person;39372
City of Melbourne;2034;Household type;Lone person;40543
City of Melbourne;2035;Household type;Lone person;41530
City of Melbourne;2037;Household type;Lone person;43863
City of Melbourne;2038;Household type;Lone person;44960
City of Melbourne;2040;Household type;Lone person;47021
City of Melbourne;2023;Household type;One-parent family;2519
City of Melbourne;2025;Household type;One-parent family;2670
City of Melbourne;2030;Household type;One-parent family;3071
City of Melbourne;2034;Household type;One-parent family;3566
City of Melbourne;2035;Household type;One-parent family;3734
City of Melbourne;2036;Household type;One-parent family;3950
City of Melbourne;2040;Household type;One-parent family;4771
City of Melbourne;2021;Household type;Other family;3017
City of Melbourne;2022;Household type;Other family;2735
City of Melbourne;2028;Household type;Other family;2705
City of Melbourne;2029;Household type;Other family;2681
City of Melbourne;2040;Household type;Other family;2542
City of Melbourne;2041;Household type;Other family;2499
City of Melbourne;2025;Structural Private Dwellings;Not applicable;103285
City of Melbourne;2026;Structural Private Dwellings;Not applicable;106880
City of Melbourne;2029;Structural Private Dwellings;Not applicable;114106
City of Melbourne;2031;Structural Private Dwellings;Not applicable;116825
City of Melbourne;2032;Structural Private Dwellings;Not applicable;117723
City of Melbourne;2039;Structural Private Dwellings;Not applicable;136428
Kensington;2033;Household type;Other family;67
Parkville;2023;Household type;Other family;47
Port Melbourne;2041;Household type;Lone person;347
South Yarra;2033;Household type;Lone person;1062
Carlton;2021;Household type;Couple family without children;2176
Carlton;2021;Household type;Lone person;5093
Carlton;2021;Household type;One-parent family;407
Carlton;2022;Household type;Couple family without children;2296
Carlton;2022;Household type;Lone person;5132
Carlton;2022;Household type;Other family;380
Carlton;2023;Household type;Couple family with children;699
Carlton;2023;Household type;Couple family without children;2440
Carlton;2023;Household type;Group household;2755
Carlton;2023;Household type;Lone person;5348
Carlton;2023;Household type;One-parent family;404
Carlton;2023;Household type;Other family;380
Carlton;2024;Household type;Group household;2865
Carlton;2024;Household type;Lone person;5565
Carlton;2025;Household type;Couple family with children;797
Carlton;2025;Household type;Couple family without children;2735
Carlton;2025;Household type;Other family;379
Carlton;2026;Household type;Couple family without children;2743
Carlton;2027;Household type;Couple family without children;2773
Carlton;2028;Household type;Couple family with children;864
Carlton;2028;Household type;Couple family without children;2836
Carlton;2028;Household type;One-parent family;459
Carlton;2029;Household type;Lone person;6606
Carlton;2030;Household type;Group household;3101
Carlton;2030;Household type;Lone person;6933
Carlton;2030;Household type;One-parent family;485
Carlton;2031;Household type;Couple family with children;940
Carlton;2031;Household type;Couple family without children;3009
Carlton;2031;Household type;One-parent family;502
Carlton;2032;Household type;Couple family with children;970
Carlton;2032;Household type;Couple family without children;3057
Carlton;2033;Household type;Couple family with children;996
Carlton;2033;Household type;Group household;3099
Carlton;2033;Household type;Lone person;7439
Carlton;2035;Household type;Couple family without children;3368
Carlton;2035;Household type;One-parent family;639
Carlton;2036;Household type;Couple family with children;1156
Carlton;2036;Household type;Group household;3502
Carlton;2036;Household type;Lone person;9753
Carlton;2037;Household type;Couple family with children;1197
Carlton;2037;Household type;Couple family without children;3562
Carlton;2037;Household type;Group household;3601
Carlton;2037;Household type;Lone person;10448
Carlton;2037;Household type;Other family;381
Carlton;2038;Household type;Couple family with children;1199
Carlton;2038;Household type;Group household;3563
Carlton;2038;Household type;Other family;370
Carlton;2039;Household type;Couple family with children;1201
Carlton;2039;Household type;Couple family without children;3517
Carlton;2039;Household type;Group household;3530
Carlton;2039;Household type;Other family;363
Carlton;2040;Household type;Couple family without children;3619
Carlton;2040;Household type;Group household;3611
Carlton;2040;Household type;Lone person;11191
Carlton;2040;Household type;Other family;370
Carlton;2041;Household type;Couple family with children;1235
Carlton;2041;Household type;Couple family without children;3580
Carlton;2041;Household type;Other family;354
Docklands;2021;Household type;Couple family without children;3112
Docklands;2022;Household type;Couple family with children;1195
Docklands;2022;Household type;Couple family without children;3256
Docklands;2022;Household type;Group household;1179
Docklands;2024;Household type;Couple family without children;3721
Docklands;2024;Household type;Lone person;2814
Docklands;2024;Household type;Other family;196
Docklands;2025;Household type;Couple family with children;1466
Docklands;2025;Household type;Lone person;2893
Docklands;2026;Household type;Other family;191
Docklands;2027;Household type;Couple family without children;4066
Docklands;2027;Household type;Lone person;3001
Docklands;2027;Household type;Other family;189
Docklands;2028;Household type;Group household;1349
Docklands;2028;Household type;Other family;186
Docklands;2029;Household type;Couple family with children;1786
Docklands;2029;Household type;Group household;1351
Docklands;2029;Household type;Other family;182
Docklands;2030;Household type;Lone person;3039
Docklands;2030;Household type;Other family;179
Docklands;2031;Household type;Couple family with children;1899
Docklands;2031;Household type;Group household;1335
Docklands;2032;Household type;Lone person;3016
Docklands;2032;Household type;One-parent family;418
Docklands;2032;Household type;Other family;168
Docklands;2033;Household type;Other family;163
Docklands;2034;Household type;Couple family with children;2100
Docklands;2034;Household type;Lone person;2997
Docklands;2035;Household type;Group household;1305
Docklands;2035;Household type;One-parent family;455
Docklands;2037;Household type;Couple family without children;4624
Docklands;2038;Household type;Group household;1332
Docklands;2039;Household type;One-parent family;531
Docklands;2040;Household type;Couple family with children;2642
Docklands;2040;Household type;Lone person;3288
Docklands;2040;Household type;Other family;157
Docklands;2041;Household type;Lone person;3395
Docklands;2041;Household type;One-parent family;573
Docklands;2041;Household type;Other family;153
East Melbourne;2021;Household type;Couple family with children;280
East Melbourne;2021;Household type;Group household;273
East Melbourne;2021;Household type;Other family;33
East Melbourne;2022;Household type;Other family;29
East Melbourne;2023;Household type;Couple family with children;304
East Melbourne;2024;Household type;Couple family with children;329
East Melbourne;2024;Household type;Couple family without children;1310
East Melbourne;2024;Household type;Lone person;1231
East Melbourne;2025;Household type;Group household;300
East Melbourne;2026;Household type;Couple family with children;370
East Melbourne;2026;Household type;Lone person;1314
East Melbourne;2026;Household type;One-parent family;78
East Melbourne;2027;Household type;Couple family without children;1459
East Melbourne;2027;Household type;Group household;313
East Melbourne;2028;Household type;Couple family with children;401
East Melbourne;2028;Household type;Couple family without children;1474
East Melbourne;2028;Household type;Lone person;1362
East Melbourne;2029;Household type;Group household;313
East Melbourne;2029;Household type;Lone person;1355
East Melbourne;2029;Household type;One-parent family;83
East Melbourne;2030;Household type;Couple family with children;416
East Melbourne;2032;Household type;Lone person;1326
East Melbourne;2032;Household type;Other family;25
East Melbourne;2033;Household type;Couple family with children;442
East Melbourne;2033;Household type;Lone person;1317
East Melbourne;2034;Household type;Couple family with children;453
East Melbourne;2034;Household type;Group household;296
East Melbourne;2034;Household type;One-parent family;92
East Melbourne;2035;Household type;Couple family without children;1509
East Melbourne;2035;Household type;Group household;293
East Melbourne;2036;Household type;Couple family with children;469
East Melbourne;2036;Household type;Lone person;1266
East Melbourne;2037;Household type;Group household;287
East Melbourne;2038;Household type;Couple family without children;1494
East Melbourne;2038;Household type;Other family;22
East Melbourne;2039;Household type;Group household;282
East Melbourne;2039;Household type;One-parent family;102
East Melbourne;2039;Household type;Other family;21
East Melbourne;2040;Household type;Couple family with children;483
East Melbourne;2040;Household type;Other family;21
East Melbourne;2041;Household type;Couple family without children;1468
East Melbourne;2041;Household type;One-parent family;107
Kensington;2021;Household type;Couple family with children;1035
Kensington;2021;Household type;Group household;563
Kensington;2021;Household type;One-parent family;241
Kensington;2021;Household type;Other family;95
Kensington;2022;Household type;Couple family with children;1051
Kensington;2022;Household type;Group household;562
Kensington;2022;Household type;Other family;86
Kensington;2023;Household type;Other family;84
Kensington;2024;Household type;Group household;572
Kensington;2024;Household type;Lone person;1601
Kensington;2024;Household type;One-parent family;235
Kensington;2025;Household type;Lone person;1645
Kensington;2025;Household type;One-parent family;239
Kensington;2027;Household type;Group household;598
Kensington;2027;Household type;One-parent family;254
Kensington;2028;Household type;Other family;77
Kensington;2029;Household type;Lone person;1721
Kensington;2029;Household type;One-parent family;264
Kensington;2029;Household type;Other family;76
Kensington;2030;Household type;Couple family without children;2006
Kensington;2030;Household type;One-parent family;266
Kensington;2031;Household type;Couple family with children;1465
Kensington;2031;Household type;Lone person;1706
Kensington;2032;Household type;Couple family without children;2024
Kensington;2032;Household type;Group household;595
Kensington;2032;Household type;Other family;69
Kensington;2033;Household type;Group household;587
Kensington;2034;Household type;Couple family with children;1571
Kensington;2035;Household type;Couple family without children;2072
Kensington;2035;Household type;Group household;581
Kensington;2035;Household type;Other family;63
Kensington;2036;Household type;Couple family without children;2087
Kensington;2037;Household type;Couple family with children;1682
Kensington;2037;Household type;Group household;580
Kensington;2037;Household type;One-parent family;318
Kensington;2038;Household type;Couple family with children;1714
Kensington;2038;Household type;Group household;585
Kensington;2038;Household type;One-parent family;326
Kensington;2038;Household type;Other family;60
Kensington;2039;Household type;Other family;61
Kensington;2040;Household type;Couple family with children;1865
Kensington;2040;Household type;Other family;60
Kensington;2041;Household type;Lone person;1776
Melbourne (CBD);2021;Household type;Couple family with children;1250
Melbourne (CBD);2021;Household type;One-parent family;454
Melbourne (CBD);2023;Household type;Couple family without children;7323
Melbourne (CBD);2023;Household type;One-parent family;451
Melbourne (CBD);2023;Household type;Other family;1281
Melbourne (CBD);2024;Household type;Lone person;10854
Melbourne (CBD);2026;Household type;Couple family with children;1717
Melbourne (CBD);2026;Household type;Couple family without children;8698
Melbourne (CBD);2027;Household type;Couple family with children;1821
Melbourne (CBD);2028;Household type;Couple family without children;9269
Melbourne (CBD);2028;Household type;Lone person;12398
Melbourne (CBD);2028;Household type;One-parent family;558
Melbourne (CBD);2028;Household type;Other family;1303
Melbourne (CBD);2029;Household type;One-parent family;572
Melbourne (CBD);2030;Household type;Group household;9231
Melbourne (CBD);2030;Household type;One-parent family;583
Melbourne (CBD);2031;Household type;Other family;1252
Melbourne (CBD);2032;Household type;Couple family with children;2198
Melbourne (CBD);2033;Household type;Couple family with children;2262
Melbourne (CBD);2033;Household type;Couple family without children;10053
Melbourne (CBD);2034;Household type;Group household;9258
Melbourne (CBD);2034;Household type;Other family;1186
Melbourne (CBD);2035;Household type;Lone person;13030
Melbourne (CBD);2036;Household type;One-parent family;745
Melbourne (CBD);2037;Household type;Couple family with children;2735
Melbourne (CBD);2037;Household type;Couple family without children;11263
Melbourne (CBD);2037;Household type;Lone person;13510
Melbourne (CBD);2037;Household type;Other family;1200
Melbourne (CBD);2038;Household type;Couple family with children;2827
Melbourne (CBD);2038;Household type;Group household;9703
Melbourne (CBD);2039;Household type;Group household;9815
Melbourne (CBD);2039;Household type;Other family;1197
Melbourne (CBD);2040;Household type;Couple family without children;11890
Melbourne (CBD);2040;Household type;Group household;9861
Melbourne (CBD);2040;Household type;Other family;1192
Melbourne (CBD);2041;Household type;Lone person;15001
Melbourne (Remainder);2021;Household type;Couple family with children;125
Melbourne (Remainder);2021;Household type;Lone person;531
Melbourne (Remainder);2021;Household type;One-parent family;59
Melbourne (Remainder);2021;Household type;Other family;41
Melbourne (Remainder);2022;Household type;Couple family with children;127
Melbourne (Remainder);2022;Household type;Couple family without children;534
Melbourne (Remainder);2022;Household type;Group household;51
Melbourne (Remainder);2022;Household type;Other family;37
Melbourne (Remainder);2023;Household type;Couple family without children;565
Melbourne (Remainder);2023;Household type;Group household;52
Melbourne (Remainder);2025;Household type;Group household;56
Melbourne (Remainder);2028;Household type;Lone person;590
Melbourne (Remainder);2027;Household type;Couple family without children;633
Melbourne (Remainder);2027;Household type;Group household;55
Melbourne (Remainder);2027;Household type;Other family;34
Melbourne (Remainder);2028;Household type;Couple family with children;166
Melbourne (Remainder);2028;Household type;Group household;55
Melbourne (Remainder);2028;Household type;Other family;33
Melbourne (Remainder);2030;Household type;Lone person;583
Melbourne (Remainder);2030;Household type;Other family;32
Melbourne (Remainder);2031;Household type;Lone person;578
Melbourne (Remainder);2031;Household type;Other family;30
Melbourne (Remainder);2033;Household type;Couple family with children;183
Melbourne (Remainder);2034;Household type;Lone person;558
Melbourne (Remainder);2035;Household type;Other family;27
Melbourne (Remainder);2036;Household type;Couple family with children;194
Melbourne (Remainder);2036;Household type;Couple family without children;644
Melbourne (Remainder);2036;Household type;Lone person;545
Melbourne (Remainder);2036;Household type;One-parent family;75
Melbourne (Remainder);2037;Household type;Couple family with children;197
Melbourne (Remainder);2037;Household type;Other family;26
Melbourne (Remainder);2038;Household type;Lone person;544
Melbourne (Remainder);2038;Household type;One-parent family;78
Melbourne (Remainder);2039;Household type;Couple family with children;197
Melbourne (Remainder);2039;Household type;Lone person;547
Melbourne (Remainder);2039;Household type;Other family;25
Melbourne (Remainder);2040;Household type;One-parent family;81
Melbourne (Remainder);2041;Household type;Group household;48
Melbourne (Remainder);2041;Household type;One-parent family;83
Melbourne (Remainder);2041;Household type;Other family;23
North Melbourne;2021;Household type;One-parent family;427
North Melbourne;2021;Household type;Other family;183
North Melbourne;2022;Household type;Couple family with children;936
North Melbourne;2022;Household type;Couple family without children;2243
North Melbourne;2022;Household type;One-parent family;410
North Melbourne;2024;Household type;Group household;1494
North Melbourne;2024;Household type;Lone person;3220
North Melbourne;2024;Household type;One-parent family;425
North Melbourne;2025;Household type;Couple family with children;1106
North Melbourne;2025;Household type;Group household;1531
North Melbourne;2026;Household type;Lone person;3546
North Melbourne;2026;Household type;One-parent family;453
North Melbourne;2026;Household type;Other family;164
North Melbourne;2029;Household type;Lone person;3789
North Melbourne;2030;Household type;Group household;1778
