Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Melbourne,121/461 St Kilda Rd,2,u,2138000,S,Rodney,04/06/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,184/461 St Kilda Rd,3,u,2030000,S,Marshall,04/06/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,404/469 St Kilda Rd,3,u,,S,RT,06/08/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1701/568 St Kilda Rd,1,u,,SN,Barry,06/08/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1501/87 Franklin St,2,u,535000,S,HAR,07/05/2016,2.8,3000,2,1,1,0,84,2001,Melbourne City Council,-37.808,144.9617,Northern Metropolitan,17496
Melbourne,216/68 Latrobe St,2,u,,PI,HAR,07/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1108/318 Little Lonsdale St,1,u,,PI,Pagan,07/05/2016,2.8,3000,1,1,1,0,54,2001,Melbourne City Council,-37.8116,144.9603,Northern Metropolitan,17496
Melbourne,2801/639 Lonsdale St,2,u,,PI,HAR,07/05/2016,2.8,3000,2,1,0,0,54,2014,Melbourne City Council,-37.8156,144.9531,Northern Metropolitan,17496
Melbourne,1205/480 St Kilda Rd,3,u,860000,PI,Marshall,07/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,807/582 St Kilda Rd,3,u,1275000,S,Jellis,07/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,3811/80 Abeckett St,2,u,450000,VB,MICM,7/11/2016,2.8,3000,2,1,1,0,55,2014,Melbourne City Council,-37.8091,144.9609,Northern Metropolitan,17496
Melbourne,104/99 Abeckett St,1,u,,W,Greg,7/11/2016,2.8,3000,1,1,0,944,43,1934,Melbourne City Council,-37.8095,144.9607,Northern Metropolitan,17496
Melbourne,2403/8 Franklin St,2,u,,SN,Harcourts,7/11/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,405/270 King St,2,u,360000,VB,LITTLE,7/11/2016,2.8,3000,2,1,0,0,66,1974,Melbourne City Council,-37.8138,144.9548,Northern Metropolitan,17496
Melbourne,16/30 Queens Rd,1,u,395000,S,hockingstuart,7/11/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,83/416 St Kilda Rd,3,u,610000,VB,hockingstuart,7/11/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1701/594 St Kilda Rd,3,u,1470000,VB,Nelson,7/11/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,805/300 Swanston St,2,u,665000,S,Purplebricks,7/11/2016,2.8,3000,2,1,1,0,80,2004,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496
Melbourne,608/547 Flinders La,2,u,370000,S,MICM,8/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,719/55 Queens Rd,1,u,390000,VB,hockingstuart,8/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1011/74 Queens Rd,1,u,270000,PI,Dingle,8/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1615/250 Elizabeth St,1,u,386000,S,Dingle,10/09/2016,2.8,3000,1,1,0,0,64,1976,Melbourne City Council,-37.8127,144.9627,Northern Metropolitan,17496
Melbourne,49/2 Exhibition St,1,u,659000,S,Harcourts,10/09/2016,2.8,3000,1,1,1,0,59,2006,Melbourne City Council,-37.8157,144.9727,Northern Metropolitan,17496
Melbourne,101/505 St Kilda Rd,2,u,1050000,PI,Dingle,10/09/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1/5 Davisons Pl,2,u,671000,SP,MICM,10/12/2016,2.8,3000,2,1,1,0,,,Melbourne City Council,-37.8089,144.967,Northern Metropolitan,17496
Melbourne,2905/639 Lonsdale St,2,u,,PI,Barry,10/12/2016,2.8,3000,2,1,1,0,63,2014,Melbourne City Council,-37.8156,144.9531,Northern Metropolitan,17496
Melbourne,45/431 St Kilda Rd,2,u,,SP,hockingstuart,10/12/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,2304/620 Collins St,2,u,,PI,Harcourts,11/02/2017,2.8,3000,2,1,1,0,65,2002,Melbourne City Council,-37.8188,144.9544,Northern Metropolitan,17496
Melbourne,2111/620 Collins St,2,u,545000,SP,Greg,12/11/2016,2.8,3000,2,1,1,0,67,2002,Melbourne City Council,-37.8188,144.9544,Northern Metropolitan,17496
Melbourne,2206/60 Market St,1,u,450000,VB,Dingle,12/11/2016,2.8,3000,1,1,0,0,57,1960,Melbourne City Council,-37.8178,144.9607,Northern Metropolitan,17496
Melbourne,404/539 St Kilda Rd,2,u,570000,S,Dingle,12/11/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,308/16 Liverpool St,1,u,432000,S,LITTLE,13/08/2016,2.8,3000,1,1,1,0,51,2005,Melbourne City Council,-37.8111,144.9715,Northern Metropolitan,17496
Melbourne,1204/82 Queens Rd,2,u,585000,PI,Jellis,13/08/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,816/300 Swanston St,1,u,400000,VB,Greg,13/08/2016,2.8,3000,1,1,1,0,,2005,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496
Melbourne,928/43 Therry St,1,u,210000,VB,Greg,13/08/2016,2.8,3000,1,1,0,0,,,Melbourne City Council,-37.8078,144.961,Northern Metropolitan,17496
Melbourne,215/39 Lonsdale St,2,u,,PI,Greg,14/05/2016,2.8,3000,2,1,0,0,37,2003,Melbourne City Council,-37.8099,144.9711,Northern Metropolitan,17496
Melbourne,312/55 Queens Rd,2,u,,PI,RT,14/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,505/83 Queens Rd,2,u,545000,SP,Rendina,14/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,131/1 Albert Rd,1,u,500000,VB,Cayzer,15/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,901/265 Exhibition St,3,u,750000,S,Greg,15/10/2016,2.8,3000,3,2,1,0,122,1998,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496
Melbourne,208/108 Flinders St,1,u,375000,PI,LITTLE,15/10/2016,2.8,3000,1,1,0,1414,47,2014,Melbourne City Council,-37.8161,144.9712,Northern Metropolitan,17496
Melbourne,12/18 Queens Rd,2,u,600000,PI,Williams,15/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,19/30 Queens Rd,4,u,,PI,Biggin,15/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,4/58 Queens Rd,2,u,,PI,hockingstuart,15/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1610/83 Queens Rd,1,u,435000,SP,hockingstuart,15/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,703/610 St Kilda Rd,2,u,363500,S,Gary,15/10/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1104/582 St Kilda Rd,2,u,750000,PI,Kay,16/04/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,304/18 Russell Pl,1,u,,PI,Dixon,16/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,330/67 Spencer St,2,u,1016000,S,Kay,16/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,301/442 St Kilda Rd,2,u,505000,S,Williams,16/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1502/568 St Kilda Rd,3,u,,PI,Xynergy,16/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,33/300 King St,1,u,680000,S,MICM,17/09/2016,2.8,3000,1,1,2,0,102,1965,Melbourne City Council,-37.8132,144.9545,Northern Metropolitan,17496
Melbourne,25/32 Queens Rd,2,u,,S,Marshall,17/09/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,10/628 St Kilda Rd,2,u,796000,S,Buxton,17/09/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1001/639 Little Bourke St,2,u,470000,VB,Greg,18/03/2017,2.8,3000,2,1,2,0,55,1917,Melbourne City Council,-37.816,144.9535,Northern Metropolitan,17496
Melbourne,903/16 Liverpool St,1,u,,W,Greg,18/03/2017,2.8,3000,1,1,1,704,52,2005,Melbourne City Council,-37.8111,144.9715,Northern Metropolitan,17496
Melbourne,506/70 Queens Rd,1,u,390000,VB,MICM,18/03/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,3301/288 Spencer St,2,u,650000,VB,Elite,18/03/2017,2.8,3000,2,1,1,0,92,,Melbourne City Council,-37.8138,144.952,Northern Metropolitan,17496
Melbourne,715/300 Swanston St,2,u,483000,S,Greg,18/03/2017,2.8,3000,1,1,1,0,68,2004,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496
Melbourne,4215/220 Spencer St,2,u,,W,Pagan,18/06/2016,2.8,3000,2,0,0,0,,,Melbourne City Council,-37.8156,144.9531,Northern Metropolitan,17496
Melbourne,101/461 St Kilda Rd,3,u,1400000,PI,Marshall,18/06/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,304/8 Sutherland St,3,u,610000,S,Pagan,18/06/2016,2.8,3000,3,2,0,0,,,Melbourne City Council,-37.8114,144.961,Northern Metropolitan,17496
Melbourne,32/2 Exhibition St,1,u,700000,VB,Castran,19/11/2016,2.8,3000,1,1,1,0,64,1920,Melbourne City Council,-37.8157,144.9727,Northern Metropolitan,17496
Melbourne,17/180 Little Collins St,2,u,,SN,LITTLE,19/11/2016,2.8,3000,2,1,1,0,73,1890,Melbourne City Council,-37.8139,144.9679,Northern Metropolitan,17496
Melbourne,1206/483 Swanston St,2,u,520000,VB,Greg,19/11/2016,2.8,3000,1,1,1,4051,68,2005,Melbourne City Council,-37.8072,144.9623,Northern Metropolitan,17496
Melbourne,1018/422 Collins St,2,u,692000,S,Greg,22/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1703/8 Franklin St,2,u,,PN,Pagan,22/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1104/55 Queens Rd,2,u,670000,VB,Gary,22/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,303/166 Flinders St,1,u,440000,S,Harcourts,22/08/2016,2.8,3000,1,1,1,0,65,1920,Melbourne City Council,-37.8168,144.9691,Northern Metropolitan,17496
Melbourne,43/1 Exhibition St,1,u,436000,S,RT,23/04/2016,2.8,3000,1,1,0,0,,,Melbourne City Council,-37.8159,144.972,Northern Metropolitan,17496
Melbourne,101/55 Queens Rd,2,u,595000,S,Biggin,23/04/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,12/73 Queens Rd,2,u,620000,S,Kay,23/04/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,507/325 Collins St,2,u,733000,S,MICM,24/09/2016,2.8,3000,2,2,1,0,94,1965,Melbourne City Council,-37.8166,144.9635,Northern Metropolitan,17496
Melbourne,702/108 Flinders St,2,u,675000,VB,Kay,24/09/2016,2.8,3000,2,2,1,0,,2014,Melbourne City Council,-37.8161,144.9712,Northern Metropolitan,17496
Melbourne,204/368 Little Collins St,1,u,375000,S,Dingle,24/09/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,310/74 Queens Rd,2,u,426000,PI,Gary,24/09/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1302/454 St Kilda Rd,3,u,1505000,S,RT,24/09/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,60 Hayward La,3,h,1630000,S,Dingle,25/02/2017,2.8,3000,3,2,0,95,,,Melbourne City Council,-37.8092,144.967,Northern Metropolitan,17496
Melbourne,9/73 Queens Rd,3,u,938000,S,RT,25/02/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,20/449 St Kilda Rd,2,u,,S,Jellis,25/02/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,910/480 St Kilda Rd,2,u,,SP,Kay,25/02/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1702/572 St Kilda Rd,2,u,,S,Marshall,25/02/2017,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,420/539 St Kilda Rd,1,u,357500,S,hockingstuart,27/11/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,501/300 Swanston St,3,u,,SP,Biggin,27/11/2016,2.8,3000,3,2,2,0,,2005,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496
Melbourne,804/394 Collins St,2,u,,VB,Greg,28/05/2016,2.8,3000,2,2,2,0,78,1876,Melbourne City Council,-37.8168,144.9612,Northern Metropolitan,17496
Melbourne,215/422 Collins St,2,u,720000,S,Greg,28/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1003/265 Exhibition St,3,u,760000,S,hockingstuart,28/05/2016,2.8,3000,2,2,1,0,89,1997,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496
Melbourne,202/639 Lonsdale St,2,u,,VB,Greg,28/05/2016,2.8,3000,2,2,1,0,75,2014,Melbourne City Council,-37.8156,144.9531,Northern Metropolitan,17496
Melbourne,431/539 St Kilda Rd,1,u,,SP,Marshall,28/05/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,103/565 Flinders St,2,u,360000,VB,Dingle,28/08/2016,2.8,3000,1,1,1,1136,69,2009,Melbourne City Council,-37.8211,144.9559,Northern Metropolitan,17496
Melbourne,74/431 St Kilda Rd,1,u,435000,S,Dingle,28/08/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,509/33 MacKenzie St,2,u,390000,PI,Dingle,30/07/2016,2.8,3000,2,1,1,1751,,2012,Melbourne City Council,-37.8077,144.9668,Northern Metropolitan,17496
Melbourne,901/469 St Kilda Rd,3,u,,SN,Rodney,30/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,18/539 St Kilda Rd,1,u,510000,SP,Greg,30/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,1007/594 St Kilda Rd,2,u,607000,S,Gary,30/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
Melbourne,96/632 St Kilda Rd,3,u,705000,SP,hockingstuart,30/07/2016,2.8,3000,,,,,,,Melbourne City Council,,,Northern Metropolitan,17496
North Melbourne,10 Canning St,4,h,2920000,S,Nelson,03/09/2016,2.3,3051,4,3,4,310,276,1880,Melbourne City Council,-37.7958,144.944,Northern Metropolitan,6821
North Melbourne,90 Molesworth St,3,h,1635000,S,Nelson,03/09/2016,2.3,3051,2,1,0,517,,,Melbourne City Council,-37.7967,144.9472,Northern Metropolitan,6821
North Melbourne,208/150 Peel St,1,u,491000,SP,Nelson,03/09/2016,2.3,3051,1,1,1,0,,,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821
North Melbourne,24/302 Abbotsford St,2,u,540000,S,Jellis,3/12/2016,2.3,3051,2,1,1,0,65,1970,Melbourne City Council,-37.7994,144.9464,Northern Metropolitan,6821
North Melbourne,1/315 Flemington Rd,1,u,340000,S,Brad,3/12/2016,2.3,3051,1,1,1,0,,,Melbourne City Council,-37.7916,144.9443,Northern Metropolitan,6821
North Melbourne,2/63 Brougham St,2,u,726000,S,Jellis,04/03/2017,2.3,3051,2,1,1,0,64,1970,Melbourne City Council,-37.7936,144.9426,Northern Metropolitan,6821
North Melbourne,8 Haines St,3,h,1340000,S,W.B.,04/03/2017,2.3,3051,3,1,0,83,129,1980,Melbourne City Council,-37.7987,144.9497,Northern Metropolitan,6821
North Melbourne,70 Munster Tce,2,t,1105000,S,Jellis,04/03/2017,2.3,3051,2,2,1,88,119,2010,Melbourne City Council,-37.8018,144.9429,Northern Metropolitan,6821
North Melbourne,19 Shands La,2,t,841000,S,Jellis,04/03/2017,2.3,3051,2,1,1,215,0,2000,Melbourne City Council,-37.7953,144.9437,Northern Metropolitan,6821
North Melbourne,6/49 Haines St,2,u,528500,SP,Woodards,04/06/2016,2.3,3051,2,1,1,0,74,1960,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821
North Melbourne,24/101 Leveson St,2,u,585000,SA,Edward,04/06/2016,2.3,3051,2,1,1,0,,,Melbourne City Council,-37.802,144.951,Northern Metropolitan,6821
North Melbourne,11 Erskine Pl,2,t,,PI,Nardella,06/08/2016,2.3,3051,2,1,1,102,95,2003,Melbourne City Council,-37.7941,144.9437,Northern Metropolitan,6821
North Melbourne,319/350 Victoria St,2,u,645000,S,Nelson,07/05/2016,2.3,3051,2,1,1,0,,,Melbourne City Council,-37.8055,144.9547,Northern Metropolitan,6821
North Melbourne,12/25 Byron St,1,u,410000,VB,Jellis,7/11/2016,2.3,3051,1,1,1,1045,55,2011,Melbourne City Council,-37.802,144.9516,Northern Metropolitan,6821
North Melbourne,110/171 Flemington Rd,2,u,550000,SP,Jellis,7/11/2016,2.3,3051,2,1,2,0,54,1975,Melbourne City Council,-37.7955,144.9492,Northern Metropolitan,6821
North Melbourne,2/43 Haines St,2,u,470000,VB,W.B.,7/11/2016,2.3,3051,2,1,1,0,,,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821
North Melbourne,115/150 Peel St,2,u,470000,VB,W.B.,7/11/2016,2.3,3051,2,1,1,0,57,2006,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821
North Melbourne,112 Dryburgh St,4,h,,PI,Jellis,8/10/2016,2.3,3051,4,3,0,169,201,1881,Melbourne City Council,-37.804,144.9436,Northern Metropolitan,6821
North Melbourne,13/49 Haines St,2,u,475000,S,Jas,8/10/2016,2.3,3051,2,1,1,0,,,Melbourne City Council,-37.7988,144.9475,Northern Metropolitan,6821
North Melbourne,6/55 Provost St,2,u,640000,S,MICM,8/10/2016,2.3,3051,2,2,1,0,84,2006,Melbourne City Council,-37.802,144.9459,Northern Metropolitan,6821
North Melbourne,331 Flemington Rd,4,h,1330000,S,McDonald,10/09/2016,2.3,3051,3,2,1,246,,,Melbourne City Council,-37.7914,144.9439,Northern Metropolitan,6821
North Melbourne,2 Haines St,4,h,,S,Jellis,10/09/2016,2.3,3051,3,2,2,156,150,1880,Melbourne City Council,-37.7987,144.9499,Northern Metropolitan,6821
North Melbourne,4/175 Chetwynd St,2,u,720000,S,W.B.,10/12/2016,2.3,3051,2,2,1,0,98,1998,Melbourne City Council,-37.8015,144.9526,Northern Metropolitan,6821
North Melbourne,2/100 Curzon St,2,t,888000,S,Jellis,10/12/2016,2.3,3051,2,1,1,0,,,Melbourne City Council,-37.8016,144.9486,Northern Metropolitan,6821
North Melbourne,9 Harris St,2,h,,S,Gary,10/12/2016,2.3,3051,2,2,1,133,97,1900,Melbourne City Council,-37.7996,144.9492,Northern Metropolitan,6821
North Melbourne,51a Oconnell St,2,h,,SP,Collins,10/12/2016,2.3,3051,2,2,1,0,140,1910,Melbourne City Council,-37.8045,144.9576,Northern Metropolitan,6821
North Melbourne,16 Scotia St,3,h,1325000,S,Nelson,10/12/2016,2.3,3051,3,2,1,97,139,2011,Melbourne City Council,-37.8014,144.949,Northern Metropolitan,6821
North Melbourne,107/33 Wreckyn St,1,u,368000,SP,Jellis,10/12/2016,2.3,3051,1,1,1,0,52,2003,Melbourne City Council,-37.8,144.9542,Northern Metropolitan,6821
North Melbourne,15A Lothian St,3,t,1300000,S,Jellis,11/02/2017,2.3,3051,3,2,2,67,,2005,Melbourne City Council,-37.804,144.9441,Northern Metropolitan,6821
North Melbourne,23/43 Haines St,2,u,450000,VB,W.B.,12/11/2016,2.3,3051,2,1,1,1588,71,1970,Melbourne City Council,-37.7988,144.9478,Northern Metropolitan,6821
North Melbourne,6 Shiel St,3,h,1385000,S,Nelson,13/08/2016,2.3,3051,3,2,0,118,150,1890,Melbourne City Council,-37.7976,144.944,Northern Metropolitan,6821
North Melbourne,301/93 Arden St,2,u,,SP,hockingstuart,14/05/2016,2.3,3051,2,1,0,0,53,2014,Melbourne City Council,-37.8009,144.9475,Northern Metropolitan,6821
North Melbourne,44 Byron St,2,h,990000,S,Nelson,15/10/2016,2.3,3051,2,2,1,584,120,2008,Melbourne City Council,-37.8016,144.9508,Northern Metropolitan,6821
North Melbourne,2/150 Arden St,2,u,440000,PI,hockingstuart,16/04/2016,2.3,3051,2,1,1,0,,1960,Melbourne City Council,-37.8004,144.9465,Northern Metropolitan,6821
North Melbourne,5 Carroll St,3,h,,SP,RT,16/04/2016,2.3,3051,3,1,1,146,117,1890,Melbourne City Council,-37.7959,144.9455,Northern Metropolitan,6821
North Melbourne,12/700 Queensberry St,2,u,606000,S,Nelson,16/04/2016,2.3,3051,2,1,2,0,84,2000,Melbourne City Council,-37.8022,144.9439,Northern Metropolitan,6821
North Melbourne,103/25 Byron St,1,u,450000,SP,Jellis,16/07/2016,2.3,3051,1,1,1,0,60,2012,Melbourne City Council,-37.802,144.9516,Northern Metropolitan,6821
North Melbourne,3 Murphy St,3,h,1470000,S,Jellis,17/09/2016,2.3,3051,2,1,0,232,93,1930,Melbourne City Council,-37.7977,144.9512,Northern Metropolitan,6821
North Melbourne,5/97 Oshanassy St,2,u,591500,S,Jellis,17/09/2016,2.3,3051,2,1,1,0,,,Melbourne City Council,-37.8004,144.9465,Northern Metropolitan,6821
North Melbourne,8/201 Abbotsford St,2,t,1300000,VB,Nelson,18/06/2016,2.3,3051,2,2,1,0,,,Melbourne City Council,-37.8029,144.9452,Northern Metropolitan,6821
North Melbourne,46 Shiel St,4,h,,S,hockingstuart,18/06/2016,2.3,3051,4,2,1,159,,,Melbourne City Council,-37.7965,144.9429,Northern Metropolitan,6821
North Melbourne,18 Melrose St,2,h,1010000,S,Jellis,19/11/2016,2.3,3051,2,2,0,109,100,1900,Melbourne City Council,-37.795,144.942,Northern Metropolitan,6821
North Melbourne,674 Victoria St,2,h,1266000,S,Jellis,19/11/2016,2.3,3051,2,1,0,161,106,1960,Melbourne City Council,-37.8043,144.9437,Northern Metropolitan,6821
North Melbourne,509/30 Wreckyn St,2,u,620000,S,LITTLE,19/11/2016,2.3,3051,2,1,2,0,69,2004,Melbourne City Council,-37.8004,144.9544,Northern Metropolitan,6821
North Melbourne,206/97 Flemington Rd,1,u,,PI,Pagan,22/05/2016,2.3,3051,1,1,1,0,51,2011,Melbourne City Council,-37.7984,144.9528,Northern Metropolitan,6821
North Melbourne,25 Wilson Mw,3,t,872000,S,Gary,22/05/2016,2.3,3051,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821
North Melbourne,3 Wilson Mw,2,t,700000,VB,W.B.,22/05/2016,2.3,3051,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821
North Melbourne,3/369 Abbotsford St,2,u,540000,S,Alexkarbon,22/08/2016,2.3,3051,2,1,1,0,,1970,Melbourne City Council,-37.7981,144.9461,Northern Metropolitan,6821
North Melbourne,407/5 Stawell St,1,u,420000,VB,Jellis,22/08/2016,2.3,3051,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821
North Melbourne,443 Abbotsford St,2,h,1200000,SP,Jellis,24/09/2016,2.3,3051,2,2,1,146,,,Melbourne City Council,-37.7959,144.9464,Northern Metropolitan,6821
North Melbourne,306/350 Victoria St,2,u,630000,SP,Alexkarbon,24/09/2016,2.3,3051,2,1,1,0,75,2002,Melbourne City Council,-37.8055,144.9547,Northern Metropolitan,6821
North Melbourne,3 Wilson Mw,2,h,690000,S,Rendina,24/09/2016,2.3,3051,,,,,,,Melbourne City Council,,,Northern Metropolitan,6821
North Melbourne,28 Alfred St,3,h,,S,Jellis,25/02/2017,2.3,3051,3,1,0,176,95,1900,Melbourne City Council,-37.7906,144.9408,Northern Metropolitan,6821
North Melbourne,21/70 Oshanassy St,2,u,560000,S,Jellis,25/02/2017,2.3,3051,2,1,1,2300,68,1975,Melbourne City Council,-37.7997,144.9472,Northern Metropolitan,6821
North Melbourne,20 Scotia St,2,h,800000,VB,Nelson,27/06/2016,2.3,3051,2,2,1,55,,2011,Melbourne City Council,-37.8014,144.9488,Northern Metropolitan,6821
North Melbourne,1/109 Arden St,2,u,665500,S,Alexkarbon,27/11/2016,2.3,3051,2,2,1,0,96,2012,Melbourne City Council,-37.8009,144.9471,Northern Metropolitan,6821
North Melbourne,14/7 Curran St,2,u,550055,SP,Jellis,27/11/2016,2.3,3051,2,1,2,1004,65,1971,Melbourne City Council,-37.7926,144.9441,Northern Metropolitan,6821
North Melbourne,11/368 Dryburgh St,1,u,358000,SP,Jellis,27/11/2016,2.3,3051,1,1,1,649,43,1970,Melbourne City Council,-37.7971,144.9448,Northern Metropolitan,6821
North Melbourne,103/171 Flemington Rd,1,u,320000,S,W.B.,27/11/2016,2.3,3051,1,1,1,0,45,1975,Melbourne City Council,-37.7955,144.9492,Northern Metropolitan,6821
North Melbourne,10 Munster Tce,3,t,1000000,VB,Nelson,27/11/2016,2.3,3051,3,2,1,61,170,1920,Melbourne City Council,-37.8039,144.9424,Northern Metropolitan,6821
North Melbourne,203/150 Peel St,2,u,598000,S,Alexkarbon,27/11/2016,2.3,3051,2,1,1,0,85,2005,Melbourne City Council,-37.8044,144.9566,Northern Metropolitan,6821
North Melbourne,2/101 Leveson St,2,u,950000,S,hockingstuart,28/05/2016,2.3,3051,2,2,1,0,2,,Melbourne City Council,-37.802,144.951,Northern Metropolitan,6821
North Melbourne,15 Mary St,3,t,1065000,S,Alexkarbon,28/05/2016,2.3,3051,3,2,1,64,,2008,Melbourne City Council,-37.7994,144.9521,Northern Metropolitan,6821
North Melbourne,12 Curzon St,2,h,885000,S,Jellis,28/08/2016,2.3,3051,2,1,1,111,73,1880,Melbourne City Council,-37.8044,144.9481,Northern Metropolitan,6821
North Melbourne,54 Elm St,2,h,,S,Jellis,28/08/2016,2.3,3051,2,1,0,108,,,Melbourne City Council,-37.8035,144.9463,Northern Metropolitan,6821
North Melbourne,3 George St,2,h,,S,Jellis,28/08/2016,2.3,3051,2,1,1,160,69,1910,Melbourne City Council,-37.7904,144.9409,Northern Metropolitan,6821
North Melbourne,11/19 Wood St,2,u,587134,SP,Woodards,28/08/2016,2.3,3051,2,1,1,0,1,1970,Melbourne City Council,-37.7976,144.9454,Northern Metropolitan,6821
